Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
5	Inner ear, ciliary restraint for hair cells (E-140)	1	tectorial and sallet	UBERONTEMP:657f231c-3c4d-4853-a17f-82c710315be6	'sallet system'	PATO:0000467	present		
5	Inner ear, ciliary restraint for hair cells (E-140)	2	more than 1/2 hair cells inertial	CL:0000855	'sensory hair cell'	PATO:0000001	quality		
6	Dorsal process of premaxilla	0	absent or poorly defined with only partial contact with nasal bone	UBERON:3000003	'alary process of premaxilla'	PATO:0000462	absent		
6	Dorsal process of premaxilla	0	absent or poorly defined with only partial contact with nasal bone	UBERON:3000003	'alary process of premaxilla'	PATO:0001961	'in contact with'	UBERON:0001681	'nasal bone'
6	Dorsal process of premaxilla	0	absent or poorly defined with only partial contact with nasal bone	UBERON:3000003	'alary process of premaxilla'	PATO:0000587	'decreased size'		
6	Dorsal process of premaxilla	1	short but well-defined, separating the tips of the nasals or overlapp	UBERON:3000003	'alary process of premaxilla'	PATO:0001590	'overlap with'	UBERON:0001681	'nasal bone'
6	Dorsal process of premaxilla	1	short but well-defined, separating the tips of the nasals or overlapp	UBERON:3000003	'alary process of premaxilla'	PATO:0000574	'decreased length'		
6	Dorsal process of premaxilla	1	short but well-defined, separating the tips of the nasals or overlapp	UBERON:3000003	'alary process of premaxilla'	PATO:0002525	separating	UBERON:2001840 and (BFO:0000050 some UBERON:0001681)	tip and (part_of some 'nasal bone')
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	UBERON:3000003	'alary process of premaxilla'	PATO:0002525	separating	UBERON:2001840 and (BFO:0000050 some UBERON:0001681)	tip and (part_of some 'nasal bone')
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	UBERON:3000003	'alary process of premaxilla'	PATO:0000573	'increased length'		
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	UBERON:3000003	'alary process of premaxilla'	PATO:0001961	'in contact with'	UBERON:0000209	'tetrapod frontal bone'
6	Dorsal process of premaxilla	3	extension of dorsa	UBERON:3000003	'alary process of premaxilla'	PATO:0000573	'increased length'		
6	Dorsal process of premaxilla	4	State 4	UBERON:3000003	'alary process of premaxilla'	PATO:0000052	shape		
7	Pelage - Basal bulb presence	0	no basal bulb, proximal third of hair filament is of roughly uniform diameter	UBERON:0005932	'bulb of hair follicle'	PATO:0000462	absent		
7	Pelage - Basal bulb presence	1	basal bulb present in proximal third of of hair filiment	UBERON:0005932	'bulb of hair follicle'	PATO:0000467	present		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	1	"trifid" processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0001890	tripartite		
8	Thoracic vertebrae 1 and 2:	1	"trifid" processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0001890	tripartite		
9	Anal fin with double base-plate	0	absent	UBERON_4300020	'anal fin base plate'	PATO:0000467	present		
9	Anal fin with double base-plate	1	present	UBERON_4300020	'anal fin base plate'	PATO:0001473	duplicated		
10	Craniomandibular joint	0	posterior to occiput	UBERON:0011171	'jaw joint'	PATO:0001633	'posterior to'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	1	even with occiput	UBERON:0011171	'jaw joint'	PATO:0001653	'aligned with'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	2	anterior to occiput	UBERON:0011171	'jaw joint'	PATO:0001632	'anterior to'	UBERON:0006054	'surface of occiput'
11	Humerus, distal end, ventral supracondylar tubercle:	0	low tubercle	UBERON_0018371	'ventral supracondylar tubercle'	PATO:0000587	'decreased size'		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERON_0018371	'ventral supracondylar tubercle'	PATO:0000599	'decreased width'		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERON_0018371	'ventral supracondylar tubercle'	PATO:0000586	'increased size'		
12	Dorsal cloacal glands in female:	0	absent	PATO:0000383 and (BFO:0000053 some (UBERON:0012478 and (BFO:0000050 some BSPO:0000079)))	female and (bearer_of some ('cloacal gland' and (part_of some 'dorsal region')))	PATO:0000462	absent		
12	Dorsal cloacal glands in female:	1	present	PATO:0000383 and (BFO:0000053 some (UBERON:0012478 and (BFO:0000050 some BSPO:0000079)))	female and (bearer_of some ('cloacal gland' and (part_of some 'dorsal region')))	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	0	present	UBERON:0001094	'sacral vertebra'	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	1	absent	UBERON:0001094	'sacral vertebra'	PATO:0000462	absent		
14	Articular	0	present as separate element	UBERON:2001805	'articular bone'	PATO:0001505	'separated from'	UBERON:0011637	'prearticular bone'
14	Articular	1	fused with prearticular	UBERON:2001805	'articular bone'	PATO:0000642	'fused with'	UBERON:0011637	'prearticular bone'
15	Ulna distinctly exceeding humerus in length:	0	no	UBERON:0001424	ulna	PATO:0000574	'decreased length'	UBERON:0000976	humerus
15	Ulna distinctly exceeding humerus in length:	1	yes	UBERON:0001424	ulna	PATO:0000573	'increased length'	UBERON:0000976	humerus
16	Extent of epidermis in female cloacal chamber:	0	epidermal lining does notextend to anterior one half of cloacal cha	UBERON:0001003 and (BSPO:0000123 some UBERON:0000162)	epidermis and (in_anterior_side_of some cloaca)	PATO:0000462	absent		
16	Extent of epidermis in female cloacal chamber:	1	does extend into anteriorone-half of chamber	UBERON:0001003 and (BSPO:0000123 some UBERON:0000162)	epidermis and (in_anterior_side_of some cloaca)	PATO:0000467	present		
17	Fused puboischiadic bar	0	absent	UBERON:4200135 and (BSPO:0000120 some UBERON:0000468)	'puboischiadic bar' and (in_left_side_of some 'multi-cellular organism')	PATO:0000651	'unfused from'	UBERON:4200135 and (BSPO:0000121 some UBERON:0000468)	'puboischiadic bar' and (in_right_side_of some 'multi-cellular organism')
17	Fused puboischiadic bar	1	present	UBERON:4200135 and (BSPO:0000120 some UBERON:0000468)	'puboischiadic bar' and (in_left_side_of some 'multi-cellular organism')	PATO:0000642	'fused with'	UBERON:4200135 and (BSPO:0000121 some UBERON:0000468)	'puboischiadic bar' and (in_right_side_of some 'multi-cellular organism')
18	Vomers, fusion	0	absent	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')	PATO:0000651	'unfused from'	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')
18	Vomers, fusion	1	present	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')	PATO:0000642	'fused with'	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')
19	Premaxilla, incisive process (GNC-46)	0	single	UBERON_0017249	'incisive process of premaxilla'	PATO:0000070	count		
19	Premaxilla, incisive process (GNC-46)	1	bipartite	UBERON_0017249	'incisive process of premaxilla'	PATO:0000070	count		
19	Premaxilla, incisive process (GNC-46)	2	absent	UBERON_0017249	'incisive process of premaxilla'	PATO:0000462	absent		
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0003113	dermatocranium
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0003113	dermatocranium
21	Manual phalanx II-1, dorsal fossa:	0	single depression	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some (UBERON:0004302 and (BFO:0000050 some UBERON:0003622)))))	'bone fossa' and (part_of some ('dorsal region' and (part_of some ('proximal phalanx' and (part_of some 'manual digit 2')))))	PATO:0002034	undivided		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some (UBERON:0004302 and (BFO:0000050 some UBERON:0003622)))))	'bone fossa' and (part_of some ('dorsal region' and (part_of some ('proximal phalanx' and (part_of some 'manual digit 2')))))	PATO:0001786	split		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some (UBERON:0004302 and (BFO:0000050 some UBERON:0003622)))))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some ('proximal phalanx' and (part_of some 'manual digit 2')))))	PATO:0000467	present		
22	Gill rakers	0	longer than wide	UBERON:2000356	'gill raker'	PATO:0000122 and (PATO:increased_in_magnitude_relative_to some (PATO:0000921 and (BFO:0000052 some UBERON:2000356)))	length and (increased_in_magnitude_relative_to some (width and (inheres_in some 'gill raker')))		
22	Gill rakers	1	wider than long	UBERON:2000356	'gill raker'	PATO:0000122 and (PATO:decreased_in_magnitude_relative_to some (PATO:0000921 and (BFO:0000052 some UBERON:2000356)))	length and (decreased_in_magnitude_relative_to some (width and (inheres_in some 'gill raker')))		
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	0	absent	UBERONTEMP:d5858eeb-975b-4ad6-b564-1d71f03f25f4 and (BSPO:0000099 some UBERON:3000003)	'maxillary contact' and (posterior_to some 'alary process of premaxilla')	PATO:0000462	absent		
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	1	present	UBERONTEMP:d5858eeb-975b-4ad6-b564-1d71f03f25f4 and (BSPO:0000099 some UBERON:3000003)	'maxillary contact' and (posterior_to some 'alary process of premaxilla')	PATO:0000467	present		
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	0	no	UBERON_0018334	'lateral condyle of quadrate'	PATO:0001961	'in contact with'	UBERON_0018337	'medial condyle of quadrate'
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERON_0018334	'lateral condyle of quadrate'	PATO:0001505	'separated from'	UBERON_0018337	'medial condyle of quadrate'
25	Intertarsal sesamoid:	0	absent	UBERON:0001479 and (BFO:0000050 some UBERON:0004454)	'sesamoid bone' and (part_of some 'tarsal region')	PATO:0000462	absent		
25	Intertarsal sesamoid:	1	present	UBERON:0001479 and (BFO:0000050 some UBERON:0004454)	'sesamoid bone' and (part_of some 'tarsal region')	PATO:0000467	present		
26	Pelvic fins	0	set apart, with a clear space between fins	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')	PATO:0001505	'separated from'	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')	PATO:0001590	'overlap with'	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')	PATO:0002259	'adjacent to'	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')
27	Postatlantal ribs	0	bicapitate	UBERON:0002228	rib	PATOTEMP:05e2dbcc-ba43-40e1-a80c-af1fdcb368b2	bicapitate		
27	Postatlantal ribs	1	unicapitate	UBERON:0002228	rib	PATOTEMP:09c64970-0329-4bad-9e19-2d2a9995742c	unicapitate		
28	Caudal spot expansion	0	caudal spot restricted to caudal fin	UBERON:2002283 and (BFO:0000050 some UBERON:4000164)	'melanophore spot' and (part_of some 'caudal fin')	PATOTEMP:9d816e6d-d647-4a6a-83a4-6df7f4579052	'restricted to'		
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERON:2002283 and (BFO:0000050 some UBERON:4000164)	'melanophore spot' and (part_of some 'caudal fin')	PATO:0000141 and (PHENOSCAPE:complement_of some PATOTEMP:9d816e6d-d647-4a6a-83a4-6df7f4579052)	structure and (not some 'restricted to')		
29	Lateral pelvic glands:	0	absent in males	UBERONTEMP:b89569c0-c78e-4d3b-aa70-42bfaf85f452 and (UBERON:in_lateral_side_of some UBERON:0003101)	'pelvic gland' and (in_lateral_side_of some 'male organism')	PATO:0000462	absent		
29	Lateral pelvic glands:	1	present	UBERONTEMP:b89569c0-c78e-4d3b-aa70-42bfaf85f452 and (UBERON:in_lateral_side_of some UBERON:0003101)	'pelvic gland' and (in_lateral_side_of some 'male organism')	PATO:0000467	present		
30	Retroarticular and process of anguloarticular on same vertical plane	0	no	UBERON:3000543	'retroarticular process'	PATO:0001654	'misaligned with'	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
30	Retroarticular and process of anguloarticular on same vertical plane	1	yes	UBERON:3000543	'retroarticular process'	PATO:0001653	'aligned with'	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
31	Rostrum, dense neurovascular pitting:	0	absent	UBERON:0005094 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	beak and (bearer_of some pitted)	PATO:0000462	absent		
31	Rostrum, dense neurovascular pitting:	1	present	UBERON:0005094 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	beak and (bearer_of some pitted)	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	0	present	UBERONTEMP:a85f7cba-e17d-473d-8ebe-e8e51e17c04d and (BFO:0000050 some UBERONTEMP:367dba08-73f2-4ae2-8b00-bd7087482a2d)	'pars accessoria' and (part_of some 'M. flexor cruris lateralis')	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	1	absent	UBERONTEMP:a85f7cba-e17d-473d-8ebe-e8e51e17c04d and (BFO:0000050 some UBERONTEMP:367dba08-73f2-4ae2-8b00-bd7087482a2d)	'pars accessoria' and (part_of some 'M. flexor cruris lateralis')	PATO:0000462	absent		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000029 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0002391	triradiate		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('postero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004529 and (BFO:0000050 some (BSPO:0000029 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004529 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('postero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004529 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-medial region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0002391	triradiate		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('postero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-medial region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0001870	crescent-shaped		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0001199	linear		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000588	vestigial		
33	Pterygoid process	4	absent	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000462	absent		
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	0	houses it	BSPO:0000072 and (BFO:0000050 some UBERON_0018373)	'posterior region' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	BSPO:0000072 and (BFO:0000050 some UBERON_0018373)	'posterior region' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	BSPO:0000072 and (BFO:0000050 some UBERON_0018373)	'posterior region' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	2	within prootic	BSPO:0000072 and (BFO:0000050 some UBERON_0018373)	'posterior region' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	BSPO:0000072 and (BFO:0000050 some UBERON_0018373)	'posterior region' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	BSPO:0000072 and (BFO:0000050 some UBERON_0018373)	'posterior region' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0000210	'tetrapod parietal bone'
35	C1 presence of upper canine UC1	0	present	UBERON:0003674 and (BFO:0000050 some UBERON:0003277)	cuspid and (part_of some 'skeleton of upper jaw')	PATO:0000467	present		
35	C1 presence of upper canine UC1	1	absent	UBERON:0003674 and (BFO:0000050 some UBERON:0003277)	cuspid and (part_of some 'skeleton of upper jaw')	PATO:0000462	absent		
36	Tooth cusps on lower pharyngobranchial toothplate	0	unicuspid (simple teeth)	UBERON:2002015 and (BFO:0000050 some UBERON:0003278)	'pharyngobranchial tooth plate' and (part_of some 'skeleton of lower jaw')	PATO:0001973	cuspidate		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:2002015 and (BFO:0000050 some UBERON:0003278)	'pharyngobranchial tooth plate' and (part_of some 'skeleton of lower jaw')	PATO:0002281	biscupidate		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:2002015 and (BFO:0000050 some UBERON:0003278)	'pharyngobranchial tooth plate' and (part_of some 'skeleton of lower jaw')	PATO:0005009	molariform		
37	Cheek scales	0	asquamate in part of region between eye and origin of mouth	UBERON:0002542 and (UBERON:attaches_to some UBERON:0001567)	scale and (attaches_to some cheek)	PATO:0000462	absent		
37	Cheek scales	1	scales present throughout region between eye and origin of mouth	UBERON:0002542 and (UBERON:attaches_to some UBERON:0001567)	scale and (attaches_to some cheek)	PATO:0000467	present		
38	Squamation, bony tubercles	0	absent	UBERON:0005813 and (BFO:0000050 some UBERON:0002097)	tubercle and (part_of some 'skin of body')	PATO:0000462	absent		
38	Squamation, bony tubercles	1	present as individual tubercular osteoderms	UBERON:0005813 and (BFO:0000050 some UBERON:0002097)	tubercle and (part_of some 'skin of body')	PATO:0000467	present		
38	Squamation, bony tubercles	1	present as individual tubercular osteoderms	UBERON:2002053	'bony plate'	PATO:0000467	present		
38	Squamation, bony tubercles	2	present as osteoscutes covered with multiple tubercles	UBERON:0005813 and (BFO:0000050 some UBERON:0008201)	tubercle and (part_of some scute)	PATO:0000467	present		
39	Pitting on dorsal osteoderms	0	absent	UBERON:2001248 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	'dorsal scute series' and (bearer_of some pitted)	PATO:0000462	absent		
39	Pitting on dorsal osteoderms	1	present as subspherical pits	UBERON:2001248 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	'dorsal scute series' and (bearer_of some pitted)	PATO:0001499	spherical		
39	Pitting on dorsal osteoderms	2	present as elongate pits	UBERON:2001248 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	'dorsal scute series' and (bearer_of some pitted)	PATO:0001154	elongated		
39	Pitting on dorsal osteoderms	3	mixture of subspherical and elongate pits	UBERON:2001248 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	'dorsal scute series' and (bearer_of some pitted)	PATO:0001154	elongated		
