Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	1	"trifid" processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0001890	tripartite		
8	Thoracic vertebrae 1 and 2:	1	"trifid" processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0001890	tripartite		
9	Anal fin with double base-plate	0	absent	UBERONTEMP:771d4bfd-8447-4e10-8284-2c6e2362eeb4	'anal fin base plate'	PATO:0000141	structure		
9	Anal fin with double base-plate	1	present	UBERONTEMP:771d4bfd-8447-4e10-8284-2c6e2362eeb4	'anal fin base plate'	PATO:0000141	structure		
10	Craniomandibular joint	0	posterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001633	'posterior to'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	1	even with occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0002443	'level with'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	2	anterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001632	'anterior to'	UBERON:0006054	'surface of occiput'
11	Humerus, distal end, ventral supracondylar tubercle:	0	low tubercle	UBERONTEMP:227c8fa9-af2b-4301-9c95-641d39864df6	'ventral supracondylar tubercle'	PATO:0000587	'decreased size'		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERONTEMP:227c8fa9-af2b-4301-9c95-641d39864df6	'ventral supracondylar tubercle'	PATO:0001154	elongated		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERONTEMP:227c8fa9-af2b-4301-9c95-641d39864df6	'ventral supracondylar tubercle'	PATO:0000599	'decreased width'		
12	Dorsal cloacal glands in female:	0	absent	UBERONTEMP:3bde5870-7193-4f1c-a9c3-930cef534038 and (BFO:0000050 some UBERON:0003100)	'dorsal cloacal gland' and (part_of some 'female organism')	PATO:0000462	absent		
12	Dorsal cloacal glands in female:	1	present	UBERONTEMP:3bde5870-7193-4f1c-a9c3-930cef534038 and (BFO:0000050 some UBERON:0003100)	'dorsal cloacal gland' and (part_of some 'female organism')	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	0	present	UBERON:0002228 and (RO:0002150 some UBERON:0003690)	rib and (connected_to some sacrum)	PATO:0001961	'in contact with'	UBERON:0001273	ilium
13	Sacral vertebrae, functional (DeBC-72)	1	absent	UBERON:0002228 and (RO:0002150 some UBERON:0003690)	rib and (connected_to some sacrum)	PATO:0001505	'separated from'	UBERON:0001273	ilium
14	Articular	0	present as separate element	UBERON:2001805	'articular bone'	PATO:0001505	'separated from'	UBERON:0011637	'prearticular bone'
14	Articular	1	fused with prearticular	UBERON:2001805	'articular bone'	PATO:0000642	'fused with'	UBERON:0011637	'prearticular bone'
15	Ulna distinctly exceeding humerus in length:	0	no	UBERON:0001424	ulna	PATO:0000574	'decreased length'	UBERON:0000976	humerus
15	Ulna distinctly exceeding humerus in length:	1	yes	UBERON:0001424	ulna	PATO:0000573	'increased length'	UBERON:0000976	humerus
16	Extent of epidermis in female cloacal chamber:	0	epidermal lining does notextend to anterior one half of cloacal cha	UBERON:0001003	epidermis	PATO:0000140	position	UBERON:0000162 and (BFO:0000050 some UBERON:0003100)	cloaca and (part_of some 'female organism')
16	Extent of epidermis in female cloacal chamber:	1	does extend into anteriorone-half of chamber	UBERON:0001003	epidermis	PATO:0000140	position	UBERON:0000162 and (BFO:0000050 some UBERON:0003100)	cloaca and (part_of some 'female organism')
17	Fused puboischiadic bar	0	absent	UBERON:4200135 and (BSPO:0000120 some UBERON:0000468)	'puboischiadic bar' and (in_left_side_of some 'multi-cellular organism')	PATO:0001505	'separated from'	UBERON:4200135 and (BSPO:0000121 some UBERON:0000468)	'puboischiadic bar' and (in_right_side_of some 'multi-cellular organism')
17	Fused puboischiadic bar	1	present	UBERON:4200135 and (BSPO:0000120 some UBERON:0000468)	'puboischiadic bar' and (in_left_side_of some 'multi-cellular organism')	PATO:0000642	'fused with'	UBERON:4200135 and (BSPO:0000121 some UBERON:0000468)	'puboischiadic bar' and (in_right_side_of some 'multi-cellular organism')
18	Vomers, fusion	0	absent	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')	PATO:0001505	'separated from'	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')
18	Vomers, fusion	1	present	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')	PATO:0000642	'fused with'	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')
19	Premaxilla, incisive process (GNC-46)	0	single	UBERONTEMP:b0379d68-e54b-4dac-851c-0336cfb85a8f	'incisive process of premaxilla'	PATOTEMP:90096f39-aa24-414f-b81a-58ac76cd112c	unipartite		
19	Premaxilla, incisive process (GNC-46)	1	bipartite	UBERONTEMP:b0379d68-e54b-4dac-851c-0336cfb85a8f	'incisive process of premaxilla'	PATOTEMP:8266f831-455f-44f9-ab48-af5e68f51391	bipartite		
19	Premaxilla, incisive process (GNC-46)	2	absent	UBERONTEMP:b0379d68-e54b-4dac-851c-0336cfb85a8f	'incisive process of premaxilla'	PATO:0000462	absent		
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0003113	dermatocranium
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0003113	dermatocranium
21	Manual phalanx II-1, dorsal fossa:	0	single depression	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0000070	count		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0000070	count		
22	Gill rakers	0	longer than wide	UBERON:2000356	'gill raker'	PATO:0000122 and (PATO:increased_in_magnitude_relative_to some (PATO:0000921 and (BFO:0000052 some UBERON:2000356)))	length and (increased_in_magnitude_relative_to some (width and (inheres_in some 'gill raker')))		
22	Gill rakers	1	wider than long	UBERON:2000356	'gill raker'	PATO:0000921 and (PATO:increased_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERON:2000356)))	width and (increased_in_magnitude_relative_to some (length and (inheres_in some 'gill raker')))		
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	0	absent	UBERON:0002397 and (BSPO:0000120 some UBERON:0000468) and (BSPO:0000099 some UBERONTEMP:18a5dd1b-1213-471f-9a0b-06190b1ecf2c)	maxilla and (in_left_side_of some 'multi-cellular organism') and (posterior_to some 'nasal process of premaxilla')	PATO:0001505	'separated from'	UBERON:0002397 and (BSPO:0000121 some UBERON:0000468) and (BSPO:0000099 some UBERONTEMP:18a5dd1b-1213-471f-9a0b-06190b1ecf2c)	maxilla and (in_right_side_of some 'multi-cellular organism') and (posterior_to some 'nasal process of premaxilla')
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	1	present	UBERON:0002397 and (BSPO:0000120 some UBERON:0000468) and (BSPO:0000099 some UBERONTEMP:18a5dd1b-1213-471f-9a0b-06190b1ecf2c)	maxilla and (in_left_side_of some 'multi-cellular organism') and (posterior_to some 'nasal process of premaxilla')	PATO:0001961	'in contact with'	UBERON:0002397 and (BSPO:0000121 some UBERON:0000468) and (BSPO:0000099 some UBERONTEMP:18a5dd1b-1213-471f-9a0b-06190b1ecf2c)	maxilla and (in_right_side_of some 'multi-cellular organism') and (posterior_to some 'nasal process of premaxilla')
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	0	no	UBERONTEMP:65292031-1a72-4f0a-a385-a479e6a8625f	'lateral condyle of quadrate'	PATO:0001961	'in contact with'	UBERONTEMP:0261cdfc-5e94-4560-8b5c-488f9f2194ca	'medial condyle of quadrate'
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERONTEMP:65292031-1a72-4f0a-a385-a479e6a8625f	'lateral condyle of quadrate'	PATO:0001505	'separated from'	UBERONTEMP:0261cdfc-5e94-4560-8b5c-488f9f2194ca	'medial condyle of quadrate'
25	Intertarsal sesamoid:	0	absent	UBERONTEMP:c97fd8d8-cf3e-4326-938d-bea58477423d	'intertarsal sesamoid'	PATO:0000462	absent		
25	Intertarsal sesamoid:	1	present	UBERONTEMP:c97fd8d8-cf3e-4326-938d-bea58477423d	'intertarsal sesamoid'	PATO:0000467	present		
26	Pelvic fins	0	set apart, with a clear space between fins	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')	PATO:0002233	'far from'	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')	PATO:0001590	'overlap with'	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')	PATO:0002259	'adjacent to'	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')
27	Postatlantal ribs	0	bicapitate	UBERON:0002228 and (BSPO:0000099 some UBERON:0001092)	rib and (posterior_to some 'cervical vertebra 1')	PATOTEMP:05e2dbcc-ba43-40e1-a80c-af1fdcb368b2	bicapitate		
27	Postatlantal ribs	1	unicapitate	UBERON:0002228 and (BSPO:0000099 some UBERON:0001092)	rib and (posterior_to some 'cervical vertebra 1')	PATOTEMP:09c64970-0329-4bad-9e19-2d2a9995742c	unicapitate		
28	Caudal spot expansion	0	caudal spot restricted to caudal fin	UBERON:2002283 and (BFO:0000050 some UBERON:4000164)	'melanophore spot' and (part_of some 'caudal fin')	PATO:0000467	present		
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERON:2002283 and (BFO:0000050 some UBERON:4000164) and (BFO:0000050 some UBERON:2000178)	'melanophore spot' and (part_of some 'caudal fin') and (part_of some 'caudal peduncle')	PATO:0000467	present		
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERON:2002283 and (BFO:0000050 some UBERON:4000164) and (BFO:0000050 some UBERON:2000178)	'melanophore spot' and (part_of some 'caudal fin') and (part_of some 'caudal peduncle')	PATOTEMP:a5ae04f1-1601-4881-b043-f326b6a2861b	'horizontal band'		
29	Lateral pelvic glands:	0	absent in males	UBERONTEMP:e32cebb4-2761-416b-aa1a-e94abfde6f99 and (BFO:0000050 some UBERON:0003101)	'lateral pelvic gland' and (part_of some 'male organism')	PATO:0000462	absent		
29	Lateral pelvic glands:	1	present	UBERONTEMP:e32cebb4-2761-416b-aa1a-e94abfde6f99	'lateral pelvic gland'	PATO:0000467	present		
30	Retroarticular and process of anguloarticular on same vertical plane	0	no	UBERON:2000422	retroarticular	PATO:0000140 and (PHENOSCAPE:complement_of some PATOTEMP:b65b4440-adac-459d-a9ec-dd491662621e)	position and (not some 'aligned vertically with')	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
30	Retroarticular and process of anguloarticular on same vertical plane	1	yes	UBERON:2000422	retroarticular	PATOTEMP:b65b4440-adac-459d-a9ec-dd491662621e	'aligned vertically with'	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
31	Rostrum, dense neurovascular pitting:	0	absent	UBERON:0005094 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	beak and (bearer_of some pitted)	PATO:0000462	absent		
31	Rostrum, dense neurovascular pitting:	1	present	UBERON:0005094 and (BFO:0000053 some PATOTEMP:6734e62a-dd4a-43cc-8e59-c6ac7280e12c)	beak and (bearer_of some pitted)	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	0	present	UBERONTEMP:0238a879-c73c-4c7a-953b-9f5cda48db02	'm. flexor cruris lateralis pars accessoria'	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	1	absent	UBERONTEMP:0238a879-c73c-4c7a-953b-9f5cda48db02	'm. flexor cruris lateralis pars accessoria'	PATO:0000462	absent		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0002391	triradiate		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('postero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000029 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004529 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-medial region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004649	'sphenoid bone pterygoid process'	PATOTEMP:22a6171a-d202-4f19-baa9-e90d18079c0f	boomerang-shaped		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-medial region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('postero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATOTEMP:517eec99-06f8-46b2-a906-c20b72edcd9d	bar-like		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000588	vestigial		
33	Pterygoid process	4	absent	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000462	absent		
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	0	houses it	UBERON:0004111 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)	'anatomical conduit' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERON:0004111 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)	'anatomical conduit' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERON:0004111 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)	'anatomical conduit' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	2	within prootic	UBERON:0004111 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)	'anatomical conduit' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	2	within prootic	UBERON:0004111 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)	'anatomical conduit' and (part_of some 'vidian canal')	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0002261)	position and (not some 'located in')	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERON:0004111 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)	'anatomical conduit' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERON:0004111 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)	'anatomical conduit' and (part_of some 'vidian canal')	PATO:0002261	'located in'	UBERON:0000210	'tetrapod parietal bone'
35	C1 presence of upper canine UC1	0	present	UBERONTEMP:14c28c28-237e-435d-9883-8dff529e64cc	'upper canine UC1'	PATO:0000467	present		
35	C1 presence of upper canine UC1	1	absent	UBERONTEMP:14c28c28-237e-435d-9883-8dff529e64cc	'upper canine UC1'	PATO:0000462	absent		
36	Tooth cusps on lower pharyngobranchial toothplate	0	unicuspid (simple teeth)	UBERON:0001091 and (UBERON:attaches_to some UBERONTEMP:25ba6edf-9fd6-45cc-ad06-7952cb6cd227)	'calcareous tooth' and (attaches_to some 'lower pharyngobranchial toothplate')	PATO:0002021	conical		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0001091 and (UBERON:attaches_to some UBERONTEMP:25ba6edf-9fd6-45cc-ad06-7952cb6cd227)	'calcareous tooth' and (attaches_to some 'lower pharyngobranchial toothplate')	PATO:0002281	biscupidate		
36	Tooth cusps on lower pharyngobranchial toothplate	1	bicuspid or molariform	UBERON:0001091 and (UBERON:attaches_to some UBERONTEMP:25ba6edf-9fd6-45cc-ad06-7952cb6cd227)	'calcareous tooth' and (attaches_to some 'lower pharyngobranchial toothplate')	PATOTEMP:36446e65-e986-4e46-8d62-bc7830f6d407	molariform		
37	Cheek scales	0	asquamate in part of region between eye and origin of mouth	UBERONTEMP:ad1e8bd6-4d61-4902-aeb8-3f72123c14df and (RO:0002220 some UBERON:0000970) and (RO:0002220 some UBERON:0000165)	'cheek scale' and (adjacent_to some eye) and (adjacent_to some mouth)	PATO:0000462	absent		
37	Cheek scales	1	scales present throughout region between eye and origin of mouth	UBERONTEMP:ad1e8bd6-4d61-4902-aeb8-3f72123c14df and (RO:0002220 some UBERON:0000970) and (RO:0002220 some UBERON:0000165)	'cheek scale' and (adjacent_to some eye) and (adjacent_to some mouth)	PATO:0000467	present		
