34		0		UBERON_0006428 and (BFO_0000053 some PATO_0000467) 					
34		3		UBERON_0006428 and (BFO_0000053 some PATO_0000467) 		PATO_0000467 			
1		2		UBERON_0003672 		PATO_0000467 			
1		2		GO_0036075 		PATO_0000467 			
1		2		UBERON_0010362 					
1		2		UBERON_0010522 					
1		2		UBERON_0012075 					
1		2		UBERONTEMP_dfc468f8-45f8-486f-b943-e4284d5055e8 					
1		0		UBERON_0003672 		PATO_0000467 			
1		0		GO_0036075 		PATO_0000467 			
1		0		UBERON_0010362 					
1		0		UBERON_0010522 					
1		0		UBERON_0012075 					
1		0		UBERONTEMP_dfc468f8-45f8-486f-b943-e4284d5055e8 					
1		0		UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221c and (BFO_0000053 some PATO_0000586) 		PATO_0000467 			
1		0		UBERONTEMP_4fffbeb1-0774-4eb2-860e-5b50dece221c and (BFO_0000053 some PATO_0000586) 					
1		1		UBERON_0003672 		PATO_0000467 			
1		1		GO_0036075 		PATO_0000467 			
1		1		UBERON_0010362 					
1		1		UBERON_0010522 					
1		1		UBERON_0012075 					
1		1		UBERONTEMP_dfc468f8-45f8-486f-b943-e4284d5055e8 					
52		1		BSPO_0000384 and (BFO_0000050 some UBERON_0000468) 		PATO_0000467 			
52		0		BSPO_0000384 and (BFO_0000050 some UBERON_0000468) 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
138		1		UBERON_0001695 		PATO_0000467 			
138		1		UBERONTEMP_8aa1a55e-924a-46a7-82af-9e8406a5149d 		PATO_0000467 			
138		1		UBERONTEMP_8aa1a55e-924a-46a7-82af-9e8406a5149d 					
138		0		UBERON_0001695 		PATO_0000462 			
138		0		UBERONTEMP_8aa1a55e-924a-46a7-82af-9e8406a5149d 		PATO_0000462 			
138		0		UBERONTEMP_8aa1a55e-924a-46a7-82af-9e8406a5149d 					
116		0		UBERON_0001567 		PATO_0000467 			
116		0		UBERON_0010910 					
116		0		UBERON_0001062 and (BFO_0000050 some UBERON_0001567) 					
116		0		UBERON_0001062 and (BFO_0000050 some UBERON_0010910) 					
116		1		UBERON_0001567 		PATO_0000467 			
116		1		UBERON_0010910 					
116		1		UBERON_0001062 and (BFO_0000050 some UBERON_0001567) 					
116		1		UBERON_0001062 and (BFO_0000050 some UBERON_0010910) 					
116		1		UBERON_0001567 		PATOTEMP_5ecbb067-bdff-405c-9ea6-d2dac28b99b5 			
116		1		UBERON_0010910 					
116		1		UBERON_0001062 and (BFO_0000050 some UBERON_0001567) 					
116		1		UBERON_0001062 and (BFO_0000050 some UBERON_0010910) 					
197		1		UBERONTEMP_d4bf48eb-10b0-4a4b-982a-55fe6154c741 		PATO_0000467 			
197		1		UBERONTEMP_d4bf48eb-10b0-4a4b-982a-55fe6154c741 					
197		0		UBERONTEMP_d4bf48eb-10b0-4a4b-982a-55fe6154c741 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
197		0		UBERONTEMP_d4bf48eb-10b0-4a4b-982a-55fe6154c741 					
50		0				PATO_0000462 			
50		1				PATO_0000070 			
203		1				PATO_0000467 			
203		0				PATO_0000642 			
202		1							
202		0							
124		1		UBERON_0006010 		PATO_0000467 			
124		1		UBERON_2002005 					
124		1		UBERON_2001054 		PATO_0000573 			
124		0		UBERON_0006010 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
124		0		UBERON_2002005 					
124		0		UBERON_2001054 		PATO_0000117 and (PHENOSCAPE_complement_of some PATO_0000573) 			
151		1		BSPO_0000075 		PATO_0000467 			
151		1				PATO_0000467 			
151		0		BSPO_0000075 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
151		0				PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
111		0		UBERON_0001682 		PATO_0000467 			
111		1		UBERON_0001682 		PATO_0000642 		UBERON_0010425 	
111		1						UBERON_0010425 	
110		2		UBERON_0006967 		PATO_0000467 			
110		1		UBERON_0006967 		PATO_0000467 			
110		1		UBERON_0006967 		PATO_0001503 			
110		0		UBERON_0006967 		PATO_0000462 			
92		0		BSPO_0000071 and (BFO_0000050 some UBERON_0004529) 		PATO_0000462 			
92		0		UBERON_3000015 					
92		0		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 		PATO_0000467 			
92		0		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 					
92		0		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 		PATO_0002180 			
92		0		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 					
92		0		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 					
92		0		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 					
92		1		UBERON_0002231 		PATO_0000467 			
92		1		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 		PATO_0000467 			
92		1		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 					
92		1		UBERON_0002231 		PATO_0002272 		UBERON_0001075 	
92		1		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 		PATOTEMP_1bf5985d-5bbc-49df-ac82-969979dd9c3c 			
92		1		UBERONTEMP_d522e981-3a43-4cab-9862-4344b5c3ff22 					
57		1		UBERON_2000106 and (BFO_0000050 some (BSPO_0000072 and (BFO_0000050 some UBERON_2001967))) 		PATO_0000467 			
57		1		UBERON_2000106 and (BFO_0000050 some (BSPO_0000072 and (BFO_0000050 some UBERON_2001967))) 		PATO_0000467 			
57		0		UBERON_2000106 and (BFO_0000050 some (BSPO_0000072 and (BFO_0000050 some UBERON_2001967))) 		PATO_0000462 			
57		0		UBERON_2001967 		PATO_0000411 			
120		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 		PATO_0000467 			
120		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 					
120		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0002244) 					
120		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0002244) 					
120		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0004103) 					
120		0		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0004103) 					
120		0		UBERON_2002257 		PATO_0000467 			
120		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
120		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 					
120		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0002244) 					
120		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0002244) 					
120		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0004103) 					
120		1		UBERONTEMP_8609c420-d25a-4fff-bdba-f5f7706530c6 and (BFO_0000050 some UBERON_0004103) 					
120		1		UBERON_2002257 		PATO_0000070 and (PHENOSCAPE_complement_of some PATO_0000467) 			
121		0		BSPO_0000078 and (BFO_0000050 some UBERON_0008194) 		PATO_0001448 			
121		0		UBERONTEMP_27dfdd96-d1ca-44b3-876b-390ed5d21c23 and (BFO_0000050 some UBERON_0008194) 		PATO_0001448 			
121		0		UBERONTEMP_27dfdd96-d1ca-44b3-876b-390ed5d21c23 and (BFO_0000050 some UBERON_0008194) 					
121		1		BSPO_0000078 and (BFO_0000050 some UBERON_0008194) 		PATOTEMP_e7a5a00e-cf75-44e7-b26d-391526249555 			
121		1		UBERONTEMP_27dfdd96-d1ca-44b3-876b-390ed5d21c23 and (BFO_0000050 some UBERON_0008194) 		PATOTEMP_e7a5a00e-cf75-44e7-b26d-391526249555 			
121		1		UBERONTEMP_27dfdd96-d1ca-44b3-876b-390ed5d21c23 and (BFO_0000050 some UBERON_0008194) 					
117		1		BSPO_0000075 and (BFO_0000050 some UBERON_0000062) 		PATO_0000070 			
117		0		UBERON_0002398 		PATO_0000070 			
63		1		UBERONTEMP_cb7c3969-f86b-406f-91c8-55edd9cc9afa 		PATO_0000586 			
63		1		UBERONTEMP_cb7c3969-f86b-406f-91c8-55edd9cc9afa 					
63		1		UBERON_0001269 and (BFO_0000053 some PATOTEMP_4f64ba78-f8f2-49ac-a6e4-a7a45344b603) 		PATO_0000467 			
63		0		UBERONTEMP_cb7c3969-f86b-406f-91c8-55edd9cc9afa 		PATO_0000587 			
63		0		UBERONTEMP_cb7c3969-f86b-406f-91c8-55edd9cc9afa 					
48		1		BSPO_0000679 		PATO_0000467 			
48		1		UBERON_0010889 		PATO_0000467 			
48		1		UBERON_0010889 		PATO_0000586 			
48		1				PATO_0001602 			
48		1		UBERON_0010889 		PATO_0000467 			
48		0		BSPO_0000055 and (BFO_0000053 some PATO_0000462) 		PATO_0000467 			
48		0		BSPO_0000082 and (BFO_0000053 some PATO_0000462) 		PATO_0000467 			
48		0		UBERON_0000180 and (BFO_0000053 some PATO_0000462) 					
48		2		BSPO_0000679 		PATO_0000467 			
48		2		UBERON_0010889 		PATO_0000467 			
48		2		UBERON_0010889 		PATO_0000586 			
48		2				PATO_0001602 			
48		2		UBERON_0010889 		PATO_0002376 			
48		2		UBERON_0010889 		PATO_0000467 			
90		1		UBERON_0001870 		PATO_0000467 			
90		1		UBERON_0002397 		PATO_0000467 			
90		0		UBERON_0001870 		PATO_0000462 			
90		0		UBERON_0002397 		PATO_0000462 			
168		1		UBERON_0000161 and (BFO_0000053 some null) 		PATO_0000467 			
168		1		UBERON_0005744 and (BFO_0000053 some null) 					
168		1		UBERONTEMP_93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO_0000053 some null) 					
168		1		UBERONTEMP_93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO_0000053 some null) 					
168		0		UBERON_0001092 		PATO_0000467 			
168		0		UBERON_0000161 and (BFO_0000053 some PATO_0000467) 		PATO_0000467 			
168		0		UBERON_0005744 and (BFO_0000053 some PATO_0000467) 					
168		0		UBERONTEMP_93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO_0000053 some PATO_0000467) 					
168		0		UBERONTEMP_93300be9-c8a2-4683-bf24-aac2a855eac6 and (BFO_0000053 some PATO_0000467) 					
19		1		UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6 and (BFO_0000050 some UBERON_0002244) 		PATOTEMP_8266f831-455f-44f9-ab48-af5e68f51391 			
19		1		UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6 and (BFO_0000050 some UBERON_0002244) 					
19		2		UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6 and (BFO_0000050 some UBERON_0002244) 		PATO_0000462 			
19		2		UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6 and (BFO_0000050 some UBERON_0002244) 					
19		0		UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6 and (BFO_0000050 some UBERON_0002244) 		PATOTEMP_499c1f37-c1fe-456a-86be-ce5f94a44782 			
19		0		UBERONTEMP_f17c9aff-4a92-418e-989f-b8e9dd62caf6 and (BFO_0000050 some UBERON_0002244) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 		PATO_0000467 			
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0000351 and (BFO_0000053 some PATO_0000070) and UBERON_0000351 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some PATO_0000070) and UBERON_0004529 and (BFO_0000050 some UBERON_0012477) and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_0011671 and (BFO_0000053 some PATO_0000070) and UBERON_0011671 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_2001815 and (BFO_0000053 some PATO_0000070) and UBERON_2001815 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_0004747))) 					
2		1		UBERON_3010235 and (BFO_0000053 some PATO_0000070) and UBERON_3010235 and (BFO_0000053 some (PATO_0001555 and (BFO_0000050 some UBERON_2001997))) 					
