Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
3	Hemipenis, m. retractor lateralis posterior substantial situation within hemipenial sheath (FE-63)	1	present	BSPO:0000072 and (BFO:0000050 some UBERONTEMP:65267252-c554-4d25-acbb-e1d1a95d1367)	'posterior region' and (part_of some 'M. retractor lateralis')	PATO:0002261	'located in'	UBERONTEMP:382249cd-df28-48b2-ba1a-38dc059b3d0c	'hemipenial sheath'
4	Caudal vertebrae, dorsoventral height (including the neural spines and chevrons) (Bm-oid9)	0	less than 3 times length of centrum	UBERON:0001095	'caudal vertebra'	PATO:0000119 and (PATO:decreased_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERON:0001075)))	height and (decreased_in_magnitude_relative_to some (length and (inheres_in some 'vertebral centrum')))		
4	Caudal vertebrae, dorsoventral height (including the neural spines and chevrons) (Bm-oid9)	1	greater than 3 times length of centrum	UBERON:0001095	'caudal vertebra'	PATO:0000119 and (PATO:increased_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERON:0001075)))	height and (increased_in_magnitude_relative_to some (length and (inheres_in some 'vertebral centrum')))		
5	Inner ear, ciliary restraint for hair cells (E-140)	0	tectorial, lacking sallet systems	UBERONTEMP:ba10737a-6aef-4435-b85f-4761b4978e5f	'ciliary restraint'	PATOTEMP:57a2092d-7ca1-4bb0-b34f-afa8a5b8114a	tectorial		
5	Inner ear, ciliary restraint for hair cells (E-140)	0	tectorial, lacking sallet systems	UBERONTEMP:657f231c-3c4d-4853-a17f-82c710315be6 and (BFO:0000050 some UBERONTEMP:ba10737a-6aef-4435-b85f-4761b4978e5f)	'sallet system' and (part_of some 'ciliary restraint')	PATO:0000462	absent		
5	Inner ear, ciliary restraint for hair cells (E-140)	1	tectorial and sallet	UBERONTEMP:ba10737a-6aef-4435-b85f-4761b4978e5f	'ciliary restraint'	PATOTEMP:57a2092d-7ca1-4bb0-b34f-afa8a5b8114a	tectorial		
5	Inner ear, ciliary restraint for hair cells (E-140)	1	tectorial and sallet	UBERONTEMP:657f231c-3c4d-4853-a17f-82c710315be6 and (BFO:0000050 some UBERONTEMP:ba10737a-6aef-4435-b85f-4761b4978e5f)	'sallet system' and (part_of some 'ciliary restraint')	PATO:0000467	present		
5	Inner ear, ciliary restraint for hair cells (E-140)	2	more than 1/2 hair cells inertial	CL:0000855	'sensory hair cell'	PATO:0000300	immobile		
5	Inner ear, ciliary restraint for hair cells (E-140)	2	more than 1/2 hair cells inertial	CL:0000855	'sensory hair cell'	PATO:0000299	mobile		
6	Dorsal process of premaxilla	0	absent or poorly defined with only partial contact with nasal bone	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))	PATO:0000462	absent		
6	Dorsal process of premaxilla	0	absent or poorly defined with only partial contact with nasal bone	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))	PATOTEMP:acd25a22-5161-4959-b157-75e741582b90	'partial contact with'	UBERON:0001681	'nasal bone'
6	Dorsal process of premaxilla	1	short but well-defined, separating the tips of the nasals or overlapp	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))	PATO:0000569	'decreased height'		
6	Dorsal process of premaxilla	1	short but well-defined, separating the tips of the nasals or overlapp	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))	PATO:0000140	position	UBERON:0001681	'nasal bone'
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))	PATO:0000140	position	UBERON:0001681	'nasal bone'
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))	PATO:0001961	'in contact with'	UBERON:0000209	'tetrapod frontal bone'
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	BSPO:0000072 and (BFO:0000050 some (UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))))	'posterior region' and (part_of some ('anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))))	PATO:0000586	'increased size'		
6	Dorsal process of premaxilla	3	extension of dorsa	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0002244)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some premaxilla)))	PATO:0000117	size		
6	Dorsal process of premaxilla	4	State 4						
7	Pelage - Basal bulb presence	0	no basal bulb, proximal third of hair filament is of roughly uniform diameter	UBERONTEMP:a49f340d-34d5-487f-aeb8-a5f21b794526 and (BFO:0000050 some UBERON:0010509)	'basal bulb' and (part_of some 'strand of pelage hair')	PATO:0000462	absent		
7	Pelage - Basal bulb presence	0	no basal bulb, proximal third of hair filament is of roughly uniform diameter	BSPO:0000061 and (BFO:0000050 some UBERON:0010509)	'proximal side' and (part_of some 'strand of pelage hair')	PATOTEMP:ed00b66e-529a-4f57-ae41-c6f2028ea439	'equal diameter'		
7	Pelage - Basal bulb presence	1	basal bulb present in proximal third of of hair filiment	UBERONTEMP:a49f340d-34d5-487f-aeb8-a5f21b794526 and (BFO:0000050 some UBERON:0010509)	'basal bulb' and (part_of some 'strand of pelage hair')	PATO:0000467	present		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	1	"trifid" processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0001890	tripartite		
8	Thoracic vertebrae 1 and 2:	1	"trifid" processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0001890	tripartite		
9	Anal fin with double base-plate	0	absent	UBERON:4000163	'anal fin'	PATO:0000141	structure		
9	Anal fin with double base-plate	1	present	UBERON:4000163	'anal fin'	PATO:0000141	structure		
10	Craniomandibular joint	0	posterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001633	'posterior to'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	1	even with occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0002443	'level with'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	2	anterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001632	'anterior to'	UBERON:0006054	'surface of occiput'
11	Humerus, distal end, ventral supracondylar tubercle:	0	low tubercle	UBERONTEMP:227c8fa9-af2b-4301-9c95-641d39864df6	'ventral supracondylar tubercle'	PATO:0000587	'decreased size'		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERONTEMP:227c8fa9-af2b-4301-9c95-641d39864df6	'ventral supracondylar tubercle'	PATO:0001154	elongated		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERONTEMP:227c8fa9-af2b-4301-9c95-641d39864df6	'ventral supracondylar tubercle'	PATO:0000599	'decreased width'		
12	Dorsal cloacal glands in female:	0	absent	UBERONTEMP:3bde5870-7193-4f1c-a9c3-930cef534038 and (BFO:0000050 some UBERON:0003100)	'dorsal cloacal gland' and (part_of some 'female organism')	PATO:0000462	absent		
12	Dorsal cloacal glands in female:	1	present	UBERONTEMP:3bde5870-7193-4f1c-a9c3-930cef534038 and (BFO:0000050 some UBERON:0003100)	'dorsal cloacal gland' and (part_of some 'female organism')	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	0	present	UBERON:0001094	'sacral vertebra'	PATO:0001510	functional		
13	Sacral vertebrae, functional (DeBC-72)	1	absent	UBERON:0001094	'sacral vertebra'	PATO:0001509 and (PHENOSCAPE:complement_of some PATO:0001510)	functionality and (not some functional)		
14	Articular	0	present as separate element	UBERON:2001805	'articular bone'	PATO:0001505	'separated from'	UBERON:0011637	'prearticular bone'
14	Articular	1	fused with prearticular	UBERON:2001805	'articular bone'	PATO:0000642	'fused with'	UBERON:0011637	'prearticular bone'
15	Ulna distinctly exceeding humerus in length:	0	no	UBERON:0001424	ulna	PATO:0000574	'decreased length'	UBERON:0000976	humerus
15	Ulna distinctly exceeding humerus in length:	1	yes	UBERON:0001424	ulna	PATO:0000573	'increased length'	UBERON:0000976	humerus
16	Extent of epidermis in female cloacal chamber:	0	epidermal lining does notextend to anterior one half of cloacal cha	UBERON:0001003	epidermis	PATO:0000140 and (PHENOSCAPE:complement_of some PATOTEMP:8db5b1bf-0fd1-4d65-a1d3-6fbb9c48b74a)	position and (not some 'extends to')	BSPO:0000071 and (BFO:0000050 some UBERON:0000162)	'anterior region' and (part_of some cloaca)
16	Extent of epidermis in female cloacal chamber:	1	does extend into anteriorone-half of chamber	UBERON:0001003	epidermis	PATOTEMP:8db5b1bf-0fd1-4d65-a1d3-6fbb9c48b74a	'extends to'	BSPO:0000071 and (BFO:0000050 some UBERON:0000162)	'anterior region' and (part_of some cloaca)
17	Fused puboischiadic bar	0	absent	UBERON:0001275	pubis	PATO:0000651	'unfused from'	UBERON:0001274	ischium
17	Fused puboischiadic bar	0	absent	UBERON:4200135	'puboischiadic bar'	PATO:0000141	structure		
17	Fused puboischiadic bar	1	present	UBERON:4200135	'puboischiadic bar'	PATO:0000141	structure		
17	Fused puboischiadic bar	1	present	UBERON:0001275	pubis	PATO:0000642	'fused with'	UBERON:0001274	ischium
18	Vomers, fusion	0	absent	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')	PATO:0001505	'separated from'	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')
18	Vomers, fusion	1	present	UBERON:0002396 and (BSPO:0000121 some UBERON:0000468)	vomer and (in_right_side_of some 'multi-cellular organism')	PATO:0000642	'fused with'	UBERON:0002396 and (BSPO:0000120 some UBERON:0000468)	vomer and (in_left_side_of some 'multi-cellular organism')
19	Premaxilla, incisive process (GNC-46)	0	single	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0000070	count		
19	Premaxilla, incisive process (GNC-46)	1	bipartite	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0000070	count		
19	Premaxilla, incisive process (GNC-46)	2	absent	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0000462	absent		
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0003113	dermatocranium
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0003113	dermatocranium
21	Manual phalanx II-1, dorsal fossa:	0	single depression	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0000070	count		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0000070	count		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0004529 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'anatomical projection' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0000467	present		
22	Gill rakers	0	longer than wide	UBERON:2000356	'gill raker'	PATO:0000122 and (PATO:increased_in_magnitude_relative_to some (PATO:0000921 and (BFO:0000052 some UBERON:2000356)))	length and (increased_in_magnitude_relative_to some (width and (inheres_in some 'gill raker')))		
22	Gill rakers	1	wider than long	UBERON:2000356	'gill raker'	PATO:0000921 and (PATO:increased_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERON:2000356)))	width and (increased_in_magnitude_relative_to some (length and (inheres_in some 'gill raker')))		
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	0	absent	UBERON:0002397 and (BSPO:0000120 some UBERON:0000468)	maxilla and (in_left_side_of some 'multi-cellular organism')	PATO:0001505 and (BSPO:0000099 some UBERONTEMP:18a5dd1b-1213-471f-9a0b-06190b1ecf2c)	'separated from' and (posterior_to some 'nasal process of premaxilla')	UBERON:0002397 and (BSPO:0000121 some UBERON:0000468)	maxilla and (in_right_side_of some 'multi-cellular organism')
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	1	present	UBERON:0002397 and (BSPO:0000120 some UBERON:0000468)	maxilla and (in_left_side_of some 'multi-cellular organism')	PATO:0001961 and (BSPO:0000099 some UBERONTEMP:18a5dd1b-1213-471f-9a0b-06190b1ecf2c)	'in contact with' and (posterior_to some 'nasal process of premaxilla')	UBERON:0002397 and (BSPO:0000121 some UBERON:0000468)	maxilla and (in_right_side_of some 'multi-cellular organism')
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	0	no	UBERONTEMP:65292031-1a72-4f0a-a385-a479e6a8625f	'lateral condyle of quadrate'	PATO:0000140	position	UBERONTEMP:0261cdfc-5e94-4560-8b5c-488f9f2194ca	'medial condyle of quadrate'
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERON:0006846 and (RO:0002220 some UBERONTEMP:65292031-1a72-4f0a-a385-a479e6a8625f) and (RO:0002220 some UBERONTEMP:0261cdfc-5e94-4560-8b5c-488f9f2194ca)	groove and (adjacent_to some 'lateral condyle of quadrate') and (adjacent_to some 'medial condyle of quadrate')	PATO:0001596	'increased depth'		
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERONTEMP:65292031-1a72-4f0a-a385-a479e6a8625f	'lateral condyle of quadrate'	PATO:0001505	'separated from'	UBERONTEMP:0261cdfc-5e94-4560-8b5c-488f9f2194ca	'medial condyle of quadrate'
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERON:0006846 and (RO:0002220 some UBERONTEMP:65292031-1a72-4f0a-a385-a479e6a8625f) and (RO:0002220 some UBERONTEMP:0261cdfc-5e94-4560-8b5c-488f9f2194ca)	groove and (adjacent_to some 'lateral condyle of quadrate') and (adjacent_to some 'medial condyle of quadrate')	PATO:0000599	'decreased width'		
25	Intertarsal sesamoid:	0	absent	UBERON:0013631 and (RO:0002220 some UBERON:0001447)	'sesamoid element' and (adjacent_to some 'tarsal bone')	PATO:0000462	absent		
25	Intertarsal sesamoid:	1	present	UBERON:0013631 and (RO:0002220 some UBERON:0001447)	'sesamoid element' and (adjacent_to some 'tarsal bone')	PATO:0000467	present		
26	Pelvic fins	0	set apart, with a clear space between fins	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')	PATO:0001505	'separated from'	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')	PATO:0002259	'adjacent to'	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152 and (BSPO:0000121 some UBERON:0000468)	'pelvic fin' and (in_right_side_of some 'multi-cellular organism')	PATO:0001590	'overlap with'	UBERON:0000152 and (BSPO:0000120 some UBERON:0000468)	'pelvic fin' and (in_left_side_of some 'multi-cellular organism')
27	Postatlantal ribs	0	bicapitate	UBERON:0009979 and (BFO:0000050 some (UBERON:0002228 and (BSPO:0000099 some UBERON:0001092)))	condyle and (part_of some (rib and (posterior_to some 'cervical vertebra 1')))	PATO:0000070	count		
27	Postatlantal ribs	1	unicapitate	UBERON:0009979 and (BFO:0000050 some (UBERON:0002228 and (BSPO:0000099 some UBERON:0001092)))	condyle and (part_of some (rib and (posterior_to some 'cervical vertebra 1')))	PATO:0000070	count		
28	Caudal spot expansion	0	caudal spot restricted to caudal fin	UBERON:2002283 and (BFO:0000050 some UBERON:4000164)	'melanophore spot' and (part_of some 'caudal fin')	PATO:0000467	present		
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERON:2002283 and (BFO:0000050 some UBERON:4000164)	'melanophore spot' and (part_of some 'caudal fin')	PATO:0000467	present		
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERON:2002283 and (BFO:0000050 some UBERON:2000178)	'melanophore spot' and (part_of some 'caudal peduncle')	PATO:0000467	present		
29	Lateral pelvic glands:	0	absent in males	UBERONTEMP:e32cebb4-2761-416b-aa1a-e94abfde6f99 and (BFO:0000050 some PATO:0000384)	'lateral pelvic gland' and (part_of some male)	PATO:0000462	absent		
29	Lateral pelvic glands:	1	present	UBERONTEMP:e32cebb4-2761-416b-aa1a-e94abfde6f99 and (BFO:0000050 some PATO:0000384)	'lateral pelvic gland' and (part_of some male)	PATO:0000467	present		
30	Retroarticular and process of anguloarticular on same vertical plane	0	no	UBERON:2000422	retroarticular	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0002443)	position and (not some 'level with')	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
30	Retroarticular and process of anguloarticular on same vertical plane	1	yes	UBERON:2000422	retroarticular	PATO:0002443	'level with'	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
31	Rostrum, dense neurovascular pitting:	0	absent	UBERON:0005094	beak	PATO:0000141 and (PHENOSCAPE:complement_of some PATOTEMP:83838d86-b1f2-49ab-84e7-27e0a6983134)	structure and (not some 'neurovascular pitting')		
31	Rostrum, dense neurovascular pitting:	1	present	UBERON:0005094	beak	PATOTEMP:83838d86-b1f2-49ab-84e7-27e0a6983134	'neurovascular pitting'		
32	M. flexor cruris lateralis, pars accessoria:	0	present	UBERONTEMP:0238a879-c73c-4c7a-953b-9f5cda48db02	'm. flexor cruris lateralis pars accessoria'	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	1	absent	UBERONTEMP:0238a879-c73c-4c7a-953b-9f5cda48db02	'm. flexor cruris lateralis pars accessoria'	PATO:0000462	absent		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0002391	triradiate		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000029 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000463	conspicuous		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('postero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000463	conspicuous		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004529 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-medial region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004649	'sphenoid bone pterygoid process'	PATOTEMP:22a6171a-d202-4f19-baa9-e90d18079c0f	boomerang-shaped		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-medial region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000028 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('postero-lateral region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATOTEMP:517eec99-06f8-46b2-a906-c20b72edcd9d	bar-like		
33	Pterygoid process	3	bar-like/vestigial	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000588	vestigial		
33	Pterygoid process	4	absent	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000462	absent		
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	0	houses it	UBERON:0004111 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)))	'anatomical conduit' and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERON:0004111 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)))	'anatomical conduit' and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	1	share it with the prootic	UBERON:0004111 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)))	'anatomical conduit' and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	2	within prootic	UBERON:0004111 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)))	'anatomical conduit' and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0004746	'prootic bone'
34	Basisphenoid, relationship with the posterior opening of the Vidian canal (E53)	3	shared wtih parietal	UBERON:0004111 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some UBERONTEMP:1ab99cc2-1435-4a9f-ade0-4e3b8efc8774)))	'anatomical conduit' and (part_of some ('posterior region' and (part_of some 'vidian canal')))	PATO:0002261	'located in'	UBERON:0006428	'basisphenoid bone'
