18	s0b9b7b55-4e41-45e9-8b21-8c30253a76d9	s762e893f-8a5b-4467-a073-6d222c30b18d	UBERON:0002530 and (BFO:0000050 some UBERON:0000180) Score:[1.0]	PATO:0000467 Score:[1.0]	
19	s0b9b7b55-4e41-45e9-8b21-8c30253a76d9	s7d12fcbf-62b6-44f9-9fe1-0010bd66a8be	UBERON:0002530 and (BFO:0000050 some UBERON:0000180) Score:[1.0]		
20	s0c866902-e2ad-4d38-b935-e8e2052d9eed	s8696d035-531b-4874-a183-8cc01a0b33ce	UBERON:0001860 Score:[1.0]	PATO:0000462 Score:[1.0]	
21	s0c866902-e2ad-4d38-b935-e8e2052d9eed	saa242546-7221-4791-b2d5-9d538ff51ae8	UBERON:0001860 Score:[1.0]	PATO:0000467 Score:[1.0]	
22	s0da924f9-2e03-4ef7-bd46-da9b8493ef7c	s8076fda1-130d-4bea-ab62-70890a4154c1	UBERON:0004743 Score:[1.0]	PATO:0000462 Score:[1.0]	
23	s0da924f9-2e03-4ef7-bd46-da9b8493ef7c	seedeab36-f91c-480c-9e26-f694602d0c05	UBERON:0004743 Score:[1.0]	PATO:0000467 Score:[1.0]	
24	s0dccdf49-4d9b-4154-a250-c69fc423ce35	s07e501ef-5bfe-4930-bbbc-2a20e691b021		PATO:0000467 Score:[1.0]	
25	s0dccdf49-4d9b-4154-a250-c69fc423ce35	s0961bf9f-fc44-458e-8509-7ff7e7fd67c3			
26	s0dccdf49-4d9b-4154-a250-c69fc423ce35	s6fac279d-345e-497c-acbb-f05799414c8f		PATO:0000467 Score:[1.0]	
27	s0dccdf49-4d9b-4154-a250-c69fc423ce35	s7bd5c855-c9de-4b00-8448-5be9db277baa		PATO:0000462 Score:[1.0]	
28	s0fe31060-e356-464c-b4a7-d954dcdf62d7	s730c84ae-3a96-442d-9404-eaad928188f2	UBERON:0002228 and (BFO:0000050 some UBERON:0001095) Score:[1.0]		
29	s0fe31060-e356-464c-b4a7-d954dcdf62d7	sd2334591-ad19-43b7-ac80-32b1f5534a8b	UBERON:0002228 and (BFO:0000050 some UBERON:0001095) Score:[1.0]		
30	s0fe31060-e356-464c-b4a7-d954dcdf62d7	se2f9f466-5af9-45ec-b07f-d3daa244fe9a	UBERON:0002228 and (BFO:0000050 some UBERON:0001095) Score:[1.0]	PATO:0000070 Score:[1.0]	
31	s11a45a5a-86f3-4eec-b8a9-adbbc057335d	s8384ea98-2ffc-4b0b-bad2-d349a156b6ad	UBERON:2000106 and (BFO:0000050 some UBERON:0000152) Score:[1.0]	PATO:0000462 Score:[1.0]	
32	s11a45a5a-86f3-4eec-b8a9-adbbc057335d	se2593266-5c31-40c2-88f5-22c27206b893	UBERON:2000106 and (BFO:0000050 some UBERON:0000152) Score:[1.0]	PATO:0000467 Score:[1.0]	
33	s11acf7b2-aae6-469e-826e-72e9b5fa1b7d	s3caa50ec-aa51-49d5-b785-0323fbeaf877	UBERON:0000060 and (BFO:0000050 some UBERON:0006332) Score:[1.0]		
34	s11acf7b2-aae6-469e-826e-72e9b5fa1b7d	sc7600ac9-4309-461d-8c55-b954a365c10b	UBERON:0000060 and (BFO:0000050 some UBERON:0006332) Score:[1.0]	PATO:0000297 Score:[1.0]	
35	s13b092ad-d4c5-4fa5-a528-e5fda5733070	s309502c4-726a-41f5-b64e-6aaccb705b8d	UBERON:0002355 Score:[1.0]	PATO:0000467 Score:[1.0]	
36	s13b092ad-d4c5-4fa5-a528-e5fda5733070	s310b79b0-135e-483b-afe8-1b7cc5d67795	UBERON:0002355 Score:[1.0]	PATO:0000462 Score:[1.0]	
37	s169a355b-7e95-4ee4-81f8-daa9a2251662	sb4290ee5-35df-4592-b40d-4e2e08159271	UBERON:0004746 Score:[1.0]		
38	s169a355b-7e95-4ee4-81f8-daa9a2251662	sdbcb14a2-fdc7-4e0f-89d3-9e8644fc6c9f	UBERON:0004746 Score:[1.0]		UBERON:0001638 Score:[1.0]
39	s177100fc-4425-4e5d-8428-8e2a38d0f3d2	s24444945-9377-418a-84a5-1df68f2481db	"UBERON:0003148 and (BFO:0000050 some UBERON:0001272) Score:[1.0]@,UBERON:0003148 and (BFO:0000050 some UBERON:2000623) Score:[1.0]"	PATO:0000467 Score:[1.0]	
40	s177100fc-4425-4e5d-8428-8e2a38d0f3d2	s9c940fbc-1bcf-464d-8670-b3539c578600	"UBERON:0003148 and (BFO:0000050 some UBERON:0001272) Score:[1.0]@,UBERON:0003148 and (BFO:0000050 some UBERON:2000623) Score:[1.0]"	PATO:0000462 Score:[1.0]	
41	s1930ed0b-f0e7-4e55-af3b-830449f9bd6d	s58b26853-a5fc-42fd-a55d-49dd151764ac		PATO:0000467 Score:[1.0]	
42	s1930ed0b-f0e7-4e55-af3b-830449f9bd6d	s65364903-5157-4f9d-8b75-becd31438410		PATO:0000462 Score:[1.0]	
43	s1cfb84c4-b5a3-408c-964e-78c3f02f9359	s420c8693-cbb5-409d-9ac8-7ab5751b2fc8	UBERON:0006428 Score:[1.0]		UBERON:0004746 Score:[1.0]
44	s1cfb84c4-b5a3-408c-964e-78c3f02f9359	sf7800776-5f4e-4536-94c9-8809992795e2	UBERON:0006428 Score:[1.0]		
45	s1e659a80-0e70-4a22-94a1-53f3672868e2	s2cfb8882-7289-40fd-b8ee-72376b4a54bb		PATO:0000462 Score:[1.0]	
46	s1e659a80-0e70-4a22-94a1-53f3672868e2	s2cfb8882-7289-40fd-b8ee-72376b4a54bb			
47	s1e659a80-0e70-4a22-94a1-53f3672868e2	s69d469cb-64a0-4f1d-9785-c55f20383bb0	UBERON:0003672 Score:[1.0]		
48	s1e659a80-0e70-4a22-94a1-53f3672868e2	s69d469cb-64a0-4f1d-9785-c55f20383bb0		PATO:0000586 Score:[1.0]	
49	s1e659a80-0e70-4a22-94a1-53f3672868e2	s69d469cb-64a0-4f1d-9785-c55f20383bb0			
50	s1e659a80-0e70-4a22-94a1-53f3672868e2	sf653029d-7b08-4aa9-86c2-338f36d25339			
51	s1e7f6690-50a7-4167-9819-11587c69bbca	s1bd8a3a4-7d0b-462a-95e3-f11a1c6c5988		PATO:0000467 Score:[1.0]	
52	s1e7f6690-50a7-4167-9819-11587c69bbca	s87863634-285b-4bc0-9b78-78ee1f6d9c2f		PATO:0000462 Score:[1.0]	
53	s2039da66-1e52-4a90-88b9-313dae836223	s20e2ed64-cf39-4b35-b8e9-14d97a1d77a2	UBERON:0001695 Score:[1.0]	PATO:0000467 Score:[1.0]	
54	s2039da66-1e52-4a90-88b9-313dae836223	s541a1473-d2a8-4ac6-bc0b-2ffffb49bc32	UBERON:0001695 Score:[1.0]	PATO:0000462 Score:[1.0]	
55	s21d2d16b-f8d0-4949-a854-efce646399db	s88c80e57-b743-4c2c-bca9-d74d6ea234f4	UBERON:0010910 Score:[1.0]		
56	s22293531-ea7f-4f30-a47d-9b4837fcbc9e	s24cbdeee-8759-4928-b4bc-0f845518bbcb	UBERON:0001449 Score:[1.0]	PATO:0000462 Score:[1.0]	
57	s22293531-ea7f-4f30-a47d-9b4837fcbc9e	s8eab1554-a16c-4ba8-bf89-f759a41423ab	UBERON:0001449 Score:[1.0]	PATO:0000467 Score:[1.0]	
58	s23b24fa4-0a93-4d17-a340-07233cbbab10	s46409e17-e98a-45e3-a3f1-b1823d6ace05	UBERON:0001091 Score:[1.0]	PATO:0000462 Score:[1.0]	
59	s23b24fa4-0a93-4d17-a340-07233cbbab10	sd24009cd-a10a-4932-b13f-f73595649a0a	UBERON:0001091 Score:[1.0]	PATO:0000070 Score:[1.0]	
60	s281c1338-33f9-4525-8e8f-56290bd01226	s3cf33fa3-b7fd-412d-bc6b-45b8eafbb896	UBERON:0001430 Score:[1.0]	PATO:0000467 Score:[1.0]	
61	s281c1338-33f9-4525-8e8f-56290bd01226	sa39a0fce-41b6-4e70-8f4c-af36ccd01408	UBERON:0001430 Score:[1.0]		
62	s293ebc2b-6e98-4e69-8adf-5e1fb29c955a	s00f8ec0f-c51f-4c95-b481-1dc4251df1fc	UBERON:0003221 Score:[1.0]		UBERON:0003634 Score:[1.0]
63	s293ebc2b-6e98-4e69-8adf-5e1fb29c955a	s00f8ec0f-c51f-4c95-b481-1dc4251df1fc	UBERON:0003221 Score:[1.0]		UBERON:0003221 Score:[1.0]
64	s293ebc2b-6e98-4e69-8adf-5e1fb29c955a	sdf0bf080-a458-4b40-81e5-6f9c9c468e4c	UBERON:0003221 Score:[1.0]		UBERON:0003634 Score:[1.0]
65	s293ebc2b-6e98-4e69-8adf-5e1fb29c955a	sdf0bf080-a458-4b40-81e5-6f9c9c468e4c	UBERON:0003221 Score:[1.0]	PATO:0000117 Score:[1.0]	UBERON:0003221 Score:[1.0]
66	s29eae518-e932-4373-83df-bf3e618b28e6	s0490ded7-d541-443c-bc02-d7a3985dd0b1		PATO:0000467 Score:[1.0]	
67	s29eae518-e932-4373-83df-bf3e618b28e6	s33479c73-0f31-4899-91a1-8ddfd10d7569		PATO:0000462 Score:[1.0]	
68	s2a02a765-78c3-4a4d-ad41-3ca66b0be0e0	s84517595-63c5-46c6-bd90-708e4d13a9e2		PATO:0000462 Score:[1.0]	UBERON:2001054 Score:[1.0]
69	s2a02a765-78c3-4a4d-ad41-3ca66b0be0e0	se0ddbd2d-54ad-42ac-bfc6-e0c33671c72c		PATO:0000467 Score:[1.0]	UBERON:2001054 Score:[1.0]
70	s2a2f130d-3c8d-4863-a1d0-b08d4283d51c	s972a4cc6-c312-453f-b88a-8b0087190ff8	UBERON:0001077 Score:[1.0]	PATO:0000467 Score:[1.0]	
71	s2a2f130d-3c8d-4863-a1d0-b08d4283d51c	sfe6e1f1b-2b6b-4a7f-bc23-e72a52c48e60	UBERON:0001077 Score:[1.0]	PATO:0000462 Score:[1.0]	
72	s2a2f90f6-55a4-4b6c-b013-7e7fae8352b6	s1b96d141-a27d-4ed3-91d7-62b8940a6dde	UBERON:0001682 Score:[1.0]		
73	s2a2f90f6-55a4-4b6c-b013-7e7fae8352b6	sfb1a6f65-5000-4ff5-8d45-acb7e9490b27	UBERON:0001682 Score:[1.0]		
74	s2c308be7-8aeb-4dae-8a54-079818c003c3	s3a541f9b-5258-489b-863e-06498b855600			
75	s2c308be7-8aeb-4dae-8a54-079818c003c3	saa24c64f-77da-446e-a0a0-b299c1bc5187			
76	s2c308be7-8aeb-4dae-8a54-079818c003c3	sf4a3a5c7-2606-4e9c-ae8f-c5c8eeff8da8		PATO:0000462 Score:[1.0]	
77	s3176f4d2-f0e6-4d76-923f-baf821f7c3fa	s98729365-a098-4d7c-bfda-383c1604e4b2	UBERON:0002228 Score:[1.0]		
78	s3176f4d2-f0e6-4d76-923f-baf821f7c3fa	sfddb7d6b-e51e-40f6-960e-82a70f904df8	UBERON:0002231 and (BFO:0000050 some UBERON:0002228) Score:[1.0]	PATO:0002272 Score:[1.0]	"UBERON:3000645 Score:[1.0]@,UBERON:0001075 Score:[1.0]"
79	s35ab4ba4-b592-40db-b0ac-859199feae3e	s3796807d-bc65-470f-a5cd-cbd7de1e6358	UBERON:2000106 and (BFO:0000050 some UBERON:0004103 and (BFO:0000050 some UBERON:0002244)) Score:[1.0]	PATO:0000462 Score:[1.0]	
80	s35ab4ba4-b592-40db-b0ac-859199feae3e	s85467cbc-d297-456c-9d16-1e3e0e53a666	UBERON:2000106 and (BFO:0000050 some UBERON:0004103 and (BFO:0000050 some UBERON:0002244)) Score:[1.0]	PATO:0000467 Score:[1.0]	
81	s36be9e7f-8e21-4cda-b42d-600a94c1caf4	s7222a460-d25a-4726-b74b-43d85dc697de	UBERON:0008194 Score:[1.0]	PATO:0001448 Score:[1.0]	
82	s36be9e7f-8e21-4cda-b42d-600a94c1caf4	sf73513dd-3d5d-435c-9f5c-6287a7e1184a	UBERON:0008194 Score:[1.0]		
83	s3728cf1e-031d-4c48-afb9-4a29385fe97f	s036ea894-3faf-4da7-9329-cb77b657733b	UBERON:0000062 Score:[1.0]	PATO:0000070 Score:[1.0]	
84	s3728cf1e-031d-4c48-afb9-4a29385fe97f	s3e24b40a-5579-462a-97c5-294b0d313711	UBERON:0002398 Score:[1.0]		
85	s372cc2a9-ac08-4d3d-a50a-18125463c9ab	s26c8f684-f9fe-4f31-a9f1-d308c1417c68	UBERON:0001269 Score:[1.0]		
86	s372cc2a9-ac08-4d3d-a50a-18125463c9ab	s408973bf-ad3c-4961-bd88-5f7ba6d43d7e		PATO:0000587 Score:[1.0]	
87	s39d0b723-98c6-4c6b-ad7f-e77fdb27f4e9	s6be4a3b2-4057-4072-b0f0-23cc42a9ec0d			
88	s39d0b723-98c6-4c6b-ad7f-e77fdb27f4e9	s6be4a3b2-4057-4072-b0f0-23cc42a9ec0d		PATO:0001193 Score:[1.0]	
89	s39e55f61-6afd-4479-9e02-da69d79d56c7	s5757a8d9-c8e1-4c01-82f2-099c019cc7bd		PATO:0000467 Score:[1.0]	
90	s39e55f61-6afd-4479-9e02-da69d79d56c7	seebdb33d-a87f-439e-b687-0fe48c32bbd8		PATO:0000462 Score:[1.0]	
91	s3c322115-e515-4d53-8f49-ab4f3799b43d	s7a229f3a-e747-41ea-a478-7cacaa186f7c			
92	s3c322115-e515-4d53-8f49-ab4f3799b43d	s85f3aadb-ed8c-4d24-a5c0-9b957d9a453f	UBERON:0001092 Score:[1.0]	PATO:0000610 Score:[1.0]	UBERON:0004704 Score:[1.0]
93	s3cd0b00b-95ce-4915-9085-65778e9c48ce	s616e363a-2e5a-4c18-97cb-620d979a5133	UBERON:0002244 Score:[1.0]		
94	s3cd0b00b-95ce-4915-9085-65778e9c48ce	sde757b46-5232-44bb-9a8f-b8792973b2cb	UBERON:0002244 Score:[1.0]	PATO:0000462 Score:[1.0]	
95	s3cd0b00b-95ce-4915-9085-65778e9c48ce	sf878e2ff-5743-418c-8de3-0dd9ca7fa8c1	UBERON:0002244 Score:[1.0]		
96	s3cdfaac5-e21b-4391-96b5-5131cac62082	s52d4bcd0-32d8-4f01-8347-f5b36b309e44	"UBERON:0004747 Score:[1.0]@,UBERON:2001997 Score:[1.0]"	PATO:0000070 Score:[1.0]	
97	s3cdfaac5-e21b-4391-96b5-5131cac62082	s52d4bcd0-32d8-4f01-8347-f5b36b309e44	"UBERON:0004747 Score:[1.0]@,UBERON:2001997 Score:[1.0]"		BSPO:0000071 and (BFO:0000050 some BSPO:0000072) Score:[1.0]
98	s3cdfaac5-e21b-4391-96b5-5131cac62082	s52d4bcd0-32d8-4f01-8347-f5b36b309e44	BSPO:0000379 and (BFO:0000050 some UBERON:0003113) Score:[1.0]	PATO:0001369 Score:[1.0]	
99	s3cdfaac5-e21b-4391-96b5-5131cac62082	s52d4bcd0-32d8-4f01-8347-f5b36b309e44	BSPO:0000379 and (BFO:0000050 some UBERON:0003113) Score:[1.0]	PATO:0001875 Score:[1.0]	
100	s3cdfaac5-e21b-4391-96b5-5131cac62082	s6b4e0ad1-c1d4-47a4-b8f9-ce286be2b57a	"UBERON:0004747 Score:[1.0]@,UBERON:2001997 Score:[1.0]"	PATO:0000070 Score:[1.0]	
101	s3f9793b6-5031-490b-ab8d-f2f4889ea028	sbd6d8890-61f2-447d-a7ef-8163185e89d0		PATO:0000117 Score:[1.0]	
102	s3f9793b6-5031-490b-ab8d-f2f4889ea028	sbd6d8890-61f2-447d-a7ef-8163185e89d0			
103	s3f9793b6-5031-490b-ab8d-f2f4889ea028	sdbb7f3e1-3ceb-4e0e-9db9-18afff312e47		PATO:0000462 Score:[1.0]	
104	s3f9793b6-5031-490b-ab8d-f2f4889ea028	sf3cb866f-d5af-418e-ae17-d1529b5ae4cc			
105	s3f9793b6-5031-490b-ab8d-f2f4889ea028	sf3cb866f-d5af-418e-ae17-d1529b5ae4cc		PATO:0000070 Score:[1.0]	UBERON:0003129 Score:[1.0]
106	s40ca3796-0f30-4e26-8e71-d86c591ac7fb	s0256558b-f38f-443f-b884-6df5dcca7647	UBERON:0001649 Score:[1.0]	PATO:0000462 Score:[1.0]	
107	s40ca3796-0f30-4e26-8e71-d86c591ac7fb	s1e50090e-58ce-4df3-a419-c806a9bbf229	UBERON:0001649 Score:[1.0]	PATO:0000467 Score:[1.0]	
108	s40d92eb0-5e8f-4745-9625-52f4a653f942	s35ff71cd-0a10-484d-9876-abf0b4484239	UBERON:0002244 Score:[1.0]		
109	s40d92eb0-5e8f-4745-9625-52f4a653f942	s863c2d29-45f5-42f2-8af1-35626991df51	UBERON:0002244 Score:[1.0]	PATO:0000467 Score:[1.0]	
110	s42067d0f-6c86-47c4-b62f-5e167c0b21cd	s60c9edab-f432-4802-b3e4-666f614d7c8e		PATO:0000462 Score:[1.0]	
111	s42067d0f-6c86-47c4-b62f-5e167c0b21cd	s847a24bb-894c-4203-9d56-5288014edfe3		PATO:0000467 Score:[1.0]	
112	s43c69b25-5b1f-4761-a06a-54fb5e9a6151	s65724f55-f587-45f2-a7b7-8505b05a6ac2	UBERON:4300006 and (BFO:0000050 some BSPO:0000001 and (BFO:0000050 some UBERON:0010202)) Score:[1.0]	PATO:0000070 Score:[1.0]	
113	s43c69b25-5b1f-4761-a06a-54fb5e9a6151	sba93af75-d03a-4629-bb26-13701281be1a	UBERON:4300006 and (BFO:0000050 some BSPO:0000001 and (BFO:0000050 some UBERON:0010202)) Score:[1.0]	PATO:0000070 Score:[1.0]	
114	s43d03d8a-ef3c-4716-ac26-0ea5f49e209d	sb5ef7c56-a3c6-400d-9ca9-1b7e84a3bfa2	UBERON:0002542 and (BFO:0000050 some UBERON:0001567) Score:[1.0]		
115	s443fa761-f203-48e4-b222-178934cac44b	scb7c78b1-cdad-49e1-b38c-852354ad549d	UBERON:0006844 and (BFO:0000050 some UBERON:2002015) Score:[1.0]		
116	s443fa761-f203-48e4-b222-178934cac44b	sdc730af9-469b-4693-8f13-ed94e474a235	UBERON:0006844 and (BFO:0000050 some UBERON:2002015) Score:[1.0]		
117	s47171fb3-0aa0-43a2-8288-c068b74e280f	s1f4ac3a6-3b31-407f-a202-8b4bf4955b7b	UBERON:0001694 Score:[1.0]	PATO:0000467 Score:[1.0]	
118	s47171fb3-0aa0-43a2-8288-c068b74e280f	s6d21f7d6-8110-4a15-8306-0ff373059e58	UBERON:0001694 Score:[1.0]	PATO:0000462 Score:[1.0]	
119	s471d3e66-fdb9-410a-be74-138ec4ddc559	s645003d4-3c04-485c-8583-bdeab32864b6	UBERON:0001681 Score:[1.0]		
120	s47f7a5da-aa56-47cc-aa92-e148534cc24c	s13934b6d-7743-4a9b-8613-4ad2b2005dd3	UBERON:0002244 Score:[1.0]	PATO:0000467 Score:[1.0]	
121	s47f7a5da-aa56-47cc-aa92-e148534cc24c	s99570128-9ca2-4fef-9774-1b3f0cd9e074	UBERON:0002244 Score:[1.0]	PATO:0000070 Score:[1.0]	
122	s4a469f4b-0797-4def-bff5-03e80b4d8b67	s3515aff7-826b-457f-bf1d-125a30745f54		PATO:0001633 Score:[1.0]	"UBERON:0006054 Score:[1.0]@,UBERON:0003155 Score:[1.0]"
123	s4a469f4b-0797-4def-bff5-03e80b4d8b67	s67d7f380-48ec-4f6f-9fba-63e0c4574ea4			
124	s4a469f4b-0797-4def-bff5-03e80b4d8b67	sf75134e2-7f9f-4475-aad8-27cfa446c2b2		PATO:0001632 Score:[1.0]	"UBERON:0006054 Score:[1.0]@,UBERON:0003155 Score:[1.0]"
125	s4ce22dbd-a2eb-47f7-a885-fc65505e4e84	s70ee7d61-bf7e-489e-98a6-defa1829dc3a	UBERON:3000543 Score:[1.0]		
126	s4ce22dbd-a2eb-47f7-a885-fc65505e4e84	se42473a5-ed9c-47e7-8551-d36e6156e4f0	UBERON:3000543 Score:[1.0]		
127	s4e0d8e35-4191-4756-9d99-0def378b74ff	s274c5ff2-e327-4f7f-b0d9-252602c9188e	UBERON:0002228 Score:[1.0]		
128	s4e0d8e35-4191-4756-9d99-0def378b74ff	sa70119d0-d4b8-43d9-bd33-9a2160b3f702	UBERON:0002228 Score:[1.0]		
129	s4e19512a-a9cf-4c11-b343-89f4a413791c	s79d8c0fc-4014-4996-9714-0f447e3f58f6	UBERON:0001091 Score:[1.0]		UBERON:0001091 Score:[1.0]
130	s4e19512a-a9cf-4c11-b343-89f4a413791c	s9d340c1e-e953-4707-ab2d-de4dc2addf5d			UBERON:0001091 Score:[1.0]
131	s4e19512a-a9cf-4c11-b343-89f4a413791c	s9d340c1e-e953-4707-ab2d-de4dc2addf5d		PATO:0000070 Score:[1.0]	
132	s4e19512a-a9cf-4c11-b343-89f4a413791c	sf09a2485-e83c-414a-95ad-971c8090cf91			UBERON:0001091 Score:[1.0]
133	s4e19512a-a9cf-4c11-b343-89f4a413791c	sf09a2485-e83c-414a-95ad-971c8090cf91			UBERON:0001091 Score:[1.0]
134	s4e7f5ce1-d5fe-430f-8c8f-90b6c6f1b85f	s989943cc-92db-4908-abfc-ab8658ed98c5	UBERON:0010516 Score:[1.0]	PATO:0000467 Score:[1.0]	
135	s4e7f5ce1-d5fe-430f-8c8f-90b6c6f1b85f	se18c9423-cb13-4372-902f-385591ab2bb9	UBERON:0010516 Score:[1.0]	PATO:0000462 Score:[1.0]	
136	s50db748c-6a5b-40f7-9d88-2831efee1f9a	s02d45ca2-c9b5-4f8d-9f46-9fa5c414f91b	UBERON:0013190 Score:[1.0]	PATO:0000462 Score:[1.0]	
137	s50db748c-6a5b-40f7-9d88-2831efee1f9a	s871d615e-fe0f-46f7-afe3-fa633bf4b9ae	UBERON:0013190 Score:[1.0]	PATO:0000467 Score:[1.0]	
138	s50dbb7f7-2144-4a40-a953-25baf76cc889	s7a687b83-a615-43eb-85bf-83a23720c1be		PATO:0000467 Score:[1.0]	
139	s50dbb7f7-2144-4a40-a953-25baf76cc889	sc2c12a10-6ffe-40b1-9df7-c9895b0ec387		PATO:0000462 Score:[1.0]	
140	s51a1cfac-16b3-4d4c-a2a0-0453d6e24048	s495540f3-0edd-46ac-8b4b-2518a139d646	"BSPO:0000018 and (BFO:0000050 some UBERON:0011593) Score:[1.0]@,BSPO:0000400 and (BFO:0000050 some UBERON:0011593) Score:[1.0]"		
141	s51a1cfac-16b3-4d4c-a2a0-0453d6e24048	sa4fcbd80-9828-4ae3-bb2f-5f9501111e43	"BSPO:0000018 and (BFO:0000050 some UBERON:0011593) Score:[1.0]@,BSPO:0000400 and (BFO:0000050 some UBERON:0011593) Score:[1.0]"		
142	s51a1cfac-16b3-4d4c-a2a0-0453d6e24048	sccbe2356-15e3-4310-84fc-5c0821ffe4a4	"BSPO:0000018 and (BFO:0000050 some UBERON:0011593) Score:[1.0]@,BSPO:0000400 and (BFO:0000050 some UBERON:0011593) Score:[1.0]"		
143	s51f5881a-9b29-4f97-a49b-3b7c1a268875	s73e14b1f-82d5-45bd-9ee5-c53d34abe1f9	UBERON:3000365 Score:[1.0]	PATO:0000467 Score:[1.0]	
144	s51f5881a-9b29-4f97-a49b-3b7c1a268875	sb0c73de5-84c0-4b59-b243-b0fd782e27dd	UBERON:3000365 Score:[1.0]	PATO:0000462 Score:[1.0]	
145	s53425274-ff43-4920-9046-746fba77331c	s1c6db800-89ca-4cd0-87db-7fc7727f3055	UBERON:0010362 and (BFO:0000050 some UBERON:0000151) Score:[1.0]	PATO:0000467 Score:[1.0]	
146	s53425274-ff43-4920-9046-746fba77331c	scf0878b7-cb58-40be-8587-edbc15c979e2	UBERON:0010362 and (BFO:0000050 some UBERON:0000151) Score:[1.0]	PATO:0000462 Score:[1.0]	
147	s53e8346d-4604-45f0-a55a-13ffbeab7781	s59b53f93-1d28-420f-b6da-24ff2534f571	BSPO:0000075 Score:[1.0]	PATO:0000467 Score:[1.0]	
148	s53e8346d-4604-45f0-a55a-13ffbeab7781	s8ba9c39a-52b6-45d1-b528-0d84073b5cec	BSPO:0000075 Score:[1.0]	PATO:0000462 Score:[1.0]	
149	s547ee8ed-d8ad-4373-9095-ad310723bcea	s00f74c65-9407-44a8-8d65-855d019b5d63	UBERON:0004742 Score:[1.0]	PATO:0001857 Score:[1.0]	
150	s547ee8ed-d8ad-4373-9095-ad310723bcea	s09de7688-927e-4d5f-b12f-6ef946e485a8	UBERON:0004742 Score:[1.0]	PATO:0002180 Score:[1.0]	
151	s547ee8ed-d8ad-4373-9095-ad310723bcea	s65cb42b8-408c-4869-916f-80d093a3e0a3	UBERON:0004742 Score:[1.0]	PATO:0001355 Score:[1.0]	
152	s547ee8ed-d8ad-4373-9095-ad310723bcea	sb72c3da9-8b3b-4a00-9a71-0024c3de8344	UBERON:0004742 Score:[1.0]		
